ID	LINE_IN_SOURCE	DOCULECT	CHINESE	CONCEPT	VALUE	SEGMENTS	CHARACTERS
2416	2330	Dancun	端午節	5th day of the 5th lunar month, Dragon Boat Festival	N55 Nut32 teik33; m55 Nut32 tS'O33 m55	m ⁵⁵ + ŋ u t ³² + ʧʰ ɔ ³³ + m ⁵⁵	五月節；五月初五
4729	4130	Dancun	辰	5th earthly branch	\in22	ɕ i n ²²	
4718	4119	Dancun	戊	5th heavenly stem	mu32	m u ³²	
4730	4131	Dancun	巳	6th earthly branch	tu32	t u ³²	
4719	4120	Dancun	己	6th heavenly stem	ki55	k i ⁵⁵	
4731	4132	Dancun	午	7th earthly branch	m21	m ²¹	
2419	2332	Dancun	七夕，乞巧	7th evening of the 7th moon	hat55 k'au55; t'it55 Nut32 t'it55	h a t ⁵⁵ + kʰ a u ⁵⁵	乞巧；七月七
2420	2332	Dancun	七夕，乞巧	7th evening of the 7th moon	hat55 k'au55; t'it55 Nut32 t'it55	tʰ i t ⁵⁵ + ŋ u t ³² + tʰ i t ⁵⁵	乞巧；七月七
4720	4121	Dancun	庚	7th heavenly stem	kaN33	k a ŋ ³³	
4732	4133	Dancun	未	8th earthly branch	mi32	m i ³²	
4721	4122	Dancun	辛	8th heavenly stem	{in33	æ i n ³³	
2425	2336	Dancun	重陽節	9th day of the 9th moon	kiu55 Nut32 kiu55	k i u ⁵⁵ + ŋ u t ³² + k i u ⁵⁵	九月九
4733	4134	Dancun	申	9th earthly branch	\in33	ɕ i n ³³	
4722	4123	Dancun	壬	9th heavenly stem	Nim22	ŋ i m ²²	
592	613	Dancun	芙蓉	African marigold	fu22 jKuN22	f u ²² + j ɬ u ŋ ²²	
1800	1738	Dancun	白水	Baishui	pak32 \ui55	p a k ³² + ɕ u i ⁵⁵	
1806	1742	Dancun	長沙	Changsha	t\'iEN22 \a33	ʨʰ i ɛ ŋ ²² + ɕ a ³³	
727	755	Dancun	梅子	Chinese apricot	mOi35	m ɔ i ³⁵	
645	685	Dancun	白菜	Chinese cabbage	vON22 Na22 pak32; lKuN22 Na22 pak32	v ɔ ŋ ²² + ŋ a ²² + p a k ³²	黃芽白，龍芽白
646	685	Dancun	白菜	Chinese cabbage	vON22 Na22 pak32; lKuN22 Na22 pak32	l ɬ u ŋ ²² + ŋ a ²² + p a k ³²	黃芽白，龍芽白
2273	2205	Dancun	象棋	Chinese chess	tiEN32 k'i35	t i ɛ ŋ ³² + kʰ i ³⁵	
1268	1258	Dancun	中裝	Chinese clothing	hON22 t\ON35	h ɔ ŋ ²² + ʨ ɔ ŋ ³⁵	唐～
2257	2185	Dancun	琵琶	Chinese lute	p'i22 p'a22	pʰ i ²² + pʰ a ²²	
1885	1828	Dancun	藥鋪	Chinese style druggist's shop	jiEk21 t'Oi22 p'u35	j i ɛ k ²¹ + tʰ ɔ i ²² + pʰ u ³⁵	藥材舖
2255	2183	Dancun	琴	Chinese zither (5-7 strings)	k'im35	kʰ i m ³⁵	
5343	4701	Dancun	他是去年來的	Cleft sentence (eg. It is last year that he came)	k'ui33 kiu32neiN22Si22 lOi22 kOi33 ni22	kʰ u i ³³ + k i u ³² n e i ŋ ²² ʃ i ²² + l ɔ i ²² + k ɔ i ³³ + n i ²²	佢舊年時來個呢
5344	4702	Dancun	我是前天到的北京	Cleft sentence (eg. It is the day before yesterday that I arrived in Peking)	NOi22 t'eiN22kK33Nit35 hui33 ?aN55 hOi22SiEN22 fan33 lOi22	ŋ ɔ i ²² + tʰ e i ŋ ²² k ɬ ³³ ŋ i t ³⁵ + h u i ³³ + ʔ a ŋ ⁵⁵ + h ɔ i ²² ʃ i ɛ ŋ ²² + f a n ³³ + l ɔ i ²²	我前個日去等台城翻來
5275	4634	Dancun	每天出去散散步比吃什麼補藥好	Comparative Sentence (eg. Going out to take a walk everyday is better than taking any kind of tonic)	Nit33 Nit33 hui33 Nai35 haN22   van21 hO55 kO33 hiEk33 pu55 heiN22 niE33	ŋ i t ³³ + ŋ i t ³³ + h u i ³³ + ŋ a i ³⁵ + h a ŋ ²² + v a n ²¹ + h ɔ ⁵⁵ + k ɔ ³³ + h i ɛ k ³³ + p u ⁵⁵ + h e i ŋ ²² + n i ɛ ³³	日日去街行還好過吃補閒野
5274	4633	Dancun	張三比李四還要早來	Comparative Sentence (eg. Zhang San came even earlier than Li Si)	ni33 van21 tO55 kO33 k'ui33	n i ³³ + v a n ²¹ + t ɔ ⁵⁵ + k ɔ ³³ + kʰ u i ³³	你還早過佢
5271	4630	Dancun	張三有李四那麼高	Comparative Sentence (eg. Zhang San is as tall as Li Si)	ni33 jiu33 k'ui33 k'Oi21 kO35	n i ³³ + j i u ³³ + kʰ u i ³³ + kʰ ɔ i ²¹ + k ɔ ³⁵	你有佢 ? 高
5272	4631	Dancun	張三跟李四一樣高	Comparative Sentence (eg. Zhang San is the same height as Li Si)	hKuN22 ni33 jit55 t'ai35 k'K21 kO35	h ɬ u ŋ ²² + n i ³³ + j i t ⁵⁵ + tʰ a i ³⁵ + kʰ ɬ ²¹ + k ɔ ³⁵	同你一齊 ? 高
5273	4632	Dancun	張三比李四高兩寸	Comparative Sentence (eg. Zhang San is two inches taller that Li Si)	kO33 ni33 liEN55 t'un33	k ɔ ³³ + n i ³³ + l i ɛ ŋ ⁵⁵ + tʰ u n ³³	高你兩寸
5322	4680	Dancun	飯又冷菜又少肉又韌	Conjunctive sentence (eg. The rice is cold and the vegetables are scanty and the meat is tough)	jiu32 k'Oi21 nit55 tu21 fan35, nai55 {KuN21 jiu32 ?KuN33 peiN51 K33, nai55 NKuk32 jiu32 Nin33 ma22 ?E33	j i u ³² + kʰ ɔ i ²¹ + n i t ⁵⁵ + t u ²¹ + f a n ³⁵̣ + n a i ⁵⁵ + æ ɬ u ŋ ²¹ + j i u ³² + ʔ ɬ u ŋ ³³ + p e i ŋ ⁵¹ + ɬ ³³̣ + n a i ⁵⁵ + ŋ ɬ u k ³² + j i u ³² + ŋ i n ³³ + m a ²² + ʔ ɛ ³³	又 ? 滴多飯， ? 又凍冰 ?，? 肉又麻 ?
5323	4681	Dancun	誰一會兒哭一會兒笑呀？	Conjunctive sentence (eg. Who cries at one moment and laughs at another?)	Sui35 ?O33 k'KuN35 jit55 Si22 kan33 jiu32 hKuk33 ?O33 k'KuN35 jit55 Si22 {iu33 tSa33	ʃ u i ³⁵ + ʔ ɔ ³³ + kʰ ɬ u ŋ ³⁵ + j i t ⁵⁵ + ʃ i ²² + k a n ³³ + j i u ³² + h ɬ u k ³³ + ʔ ɔ ³³ + kʰ ɬ u ŋ ³⁵ + j i t ⁵⁵ + ʃ i ²² + æ i u ³³ + ʧ a ³³	誰到 ? 一時間又哭到 ? 一時笑喳
5341	4699	Dancun	他不是笨，是裝傻	Contrastive sentence (eg. He is not being stupid, but pretending to be foolish)	k'ui33 m22 hai32 Nau32 kK33 tSi55 la55 k'ui33 tSa33 tai35 pan32 sO35	kʰ u i ³³ + m ²² + h a i ³² + ŋ a u ³² + k ɬ ³³ + ʧ i ⁵⁵ + l a ⁵⁵ + kʰ u i ³³ + ʧ a ³³ + t a i ³⁵ + p a n ³² + s ɔ ³⁵	佢唔係 ? 個吱啦佢詐 ? 扮傻
5342	4700	Dancun	不是那麼做，是這麼做	Contrastive sentence (eg. It is not to be done this way; it is to be done this way)	m22hai32 neiN21 ?O35 tu33 hai32 k'O35 tu33	m ²² h a i ³² + n e i ŋ ²¹ + ʔ ɔ ³⁵ + t u ³³ + h a i ³² + kʰ ɔ ³⁵ + t u ³³	唔係 ?   ? 做係 ? 做
5218	4576	Dancun	到處都是垃圾	Copula sentence (eg. Everywhere is garbage)	?O33 tS'ui21 hai32 lap32 {ap55	ʔ ɔ ³³ + ʧʰ u i ²¹ + h a i ³² + l a p ³² + æ a p ⁵⁵	
5217	4575	Dancun	那三個人是學生	Copula sentence (eg. Those three persons are students)	neiN21 {am33 kOi33 hai32 (hOk32 saN35) ?Kuk32 Si33 tOi55	n e i ŋ ²¹ + æ a m ³³ + k ɔ i ³³ + h a i ³² + h ɔ k ³² + s a ŋ ³⁵ + ʔ ɬ u k ³² + ʃ i ³³ + t ɔ i ⁵⁵	係讀書仔
5219	4577	Dancun	你父親就是你一個兒子	Copula sentence (eg. Your father got only you as his son)	niEk21 lO55 tau32 hai32 jit33 (lip33 tOi55) kK33 ni33 jiEk33	n i ɛ k ²¹ + l ɔ ⁵⁵ + t a u ³² + h a i ³² + j i t ³³ + l i p ³³ + t ɔ i ⁵⁵ + k ɬ ³³ + n i ³³ + j i ɛ k ³³	? 老豆係一（粒仔）個你約
5337	4695	Dancun	他一進門就扔東西了	Correlative sentence (eg. As soon as he entered he threw things)	k'ui33 jit55 fan33 lOi22 ki33 tK33 ?a55 {ai33 nai55 heiN22 niE33	kʰ u i ³³ + j i t ⁵⁵ + f a n ³³ + l ɔ i ²² + k i ³³ + t ɬ ³³ + ʔ a ⁵⁵ + æ a i ³³ + n a i ⁵⁵ + h e i ŋ ²² + n i ɛ ³³	佢一翻來歸就打晒 ? 閒野
5335	4693	Dancun	怎麼你愈來愈瘦？	Correlative sentence (eg. How come you are getting thinner and thinner?)	mOt55 ni33 ki55 kai55 tSOn32 tSOn35 Sau33 a33? mOt55 hau22 lu32 a33	m ɔ t ⁵⁵ + n i ³³ + k i ⁵⁵ + k a i ⁵⁵ + ʧ ɔ n ³² + ʧ ɔ n ³⁵ + ʃ a u ³³ + a ³³ ʔ + m ɔ t ⁵⁵ + h a u ²² + l u ³² + a ³³	乜你幾解旋旋瘦啊？乜頭路啊
5334	4692	Dancun	你越笑他越不敢說話	Correlative sentence (eg. The more you laugh the more he dares not speak)	ni33 vi22 Si21 {iEu33 k'ui33 k'ui33 tK32 m22 kam55 tS'ut55 SiEN33	n i ³³ + v i ²² + ʃ i ²¹ + æ i ɛ u ³³ + kʰ u i ³³ + kʰ u i ³³ + t ɬ ³² + m ²² + k a m ⁵⁵ + ʧʰ u t ⁵⁵ + ʃ i ɛ ŋ ³³	你唯是笑佢就唔敢出聲
5336	4694	Dancun	誰氣力大誰拿行李	Correlative sentence (eg. Whoever has the greater strength will carry the luggage)	?a33 Sui35 hO55 leik32  a33 Sui35 lam32 haN22 li55	ʔ a ³³ + ʃ u i ³⁵ + h ɔ ⁵⁵ + l e i k ³² + a ³³ + ʃ u i ³⁵ + l a m ³² + h a ŋ ²² + l i ⁵⁵	阿誰好力阿誰 ? 行李
1801	1739	Dancun	淡村	Dancun	ham33 t'un21	h a m ³³ + tʰ u n ²¹	
5225	4583	Dancun	一碗飯吃三個人	Declarative Sentence (eg. A bowl of rice feeds three people)	jit55 vOn55 fan32 p'aN33 hOi33 {am33 kK33 Nin22 hiEk33	j i t ⁵⁵ + v ɔ n ⁵⁵ + f a n ³² + pʰ a ŋ ³³ + h ɔ i ³³ + æ a m ³³ + k ɬ ³³ + ŋ i n ²² + h i ɛ k ³³	分開三個人吃
5256	4614	Dancun	什麼時候都可以	Declarative Sentence with indefinite word (eg. Anytime will do)	ki55 Si35 ?u33 tak33	k i ⁵⁵ + ʃ i ³⁵ + ʔ u ³³ + t a k ³³	幾時都得
1804	1741	Dancun	荻海	Dihai	?eik32 hOi55; *?ek32 hOi55	ʔ e i k ³² + h ɔ i ⁵⁵	
1805	1741	Dancun	荻海	Dihai	?eik32 hOi55; *?ek32 hOi55	ʔ e k ³² + h ɔ i ⁵⁵	
1156	1169	Dancun	淮山	Dioscorea	vai22 \an33	v a i ²² + ɕ a n ³³	
5326	4684	Dancun	你是吃飯是吃稀飯？	Disjunctive question (eg. Are you eating rice or congee?)	hiEk33 fan32 ma35 hiEk33 tSKuk55	h i ɛ k ³³ + f a n ³² + m a ³⁵ + h i ɛ k ³³ + ʧ ɬ u k ⁵⁵	吃飯嘛吃粥
5325	4683	Dancun	我或者喝茶或者喝酒	Disjunctive sentence (eg. I either drink tea or wine)	NOi33 jiu32 {iEN55 Nim55 tS'a22 jiu32 {iEN55 Nim55 tiu55 tKuN55 mi33 {iEN55  Nim55 mOt55 lO55	ŋ ɔ i ³³ + j i u ³² + æ i ɛ ŋ ⁵⁵ + ŋ i m ⁵⁵ + ʧʰ a ²² + j i u ³² + æ i ɛ ŋ ⁵⁵ + ŋ i m ⁵⁵ + t i u ⁵⁵ + t ɬ u ŋ ⁵⁵ + m i ³³ + æ i ɛ ŋ ⁵⁵ + ŋ i m ⁵⁵ + m ɔ t ⁵⁵ + l ɔ ⁵⁵	我又想飲茶又想飲酒總唔知想飲乜咯
5324	4682	Dancun	那個學生不是躲懶就是胡鬧	Disjunctive sentence (eg. That student is either lazy or naughty)	neiN21 kOi33 {am33 min55 tOi55 jiu32 lan33 jiu32 fi55 lui35	n e i ŋ ²¹ + k ɔ i ³³ + æ a m ³³ + m i n ⁵⁵ + t ɔ i ⁵⁵ + j i u ³² + l a n ³³ + j i u ³² + f i ⁵⁵ + l u i ³⁵	? 個細民又懶又匪類
5302	4661	Dancun	別不來呀！	Double-Negative Imperative sentence (eg. Don't not come!)	m22 hO55 m22 lOi22 va33	m ²² + h ɔ ⁵⁵ + m ²² + l ɔ i ²² + v a ³³	唔好唔來哇
5340	4698	Dancun	我是走不動嘛	Emphatic sentence (eg. It is that I can't walk)	NOi22 haN22 kau33 ?ak55 tai32 m22 {iEN55 NKuk33 lO55	ŋ ɔ i ²² + h a ŋ ²² + k a u ³³ + ʔ a k ⁵⁵ + t a i ³² + m ²² + æ i ɛ ŋ ⁵⁵ + ŋ ɬ u k ³³ + l ɔ ⁵⁵	我行 ? 得滯唔想 ? 咯
5261	4619	Dancun	多漂亮呀！	Exclamatory Sentence (eg. How pretty!)	mOk55 k'Oi21 hO55 nai35 ja33	m ɔ k ⁵⁵ + kʰ ɔ i ²¹ + h ɔ ⁵⁵ + n a i ³⁵ + j a ³³	乜 ? 好妮呀
5299	4658	Dancun	他把錢交給你	Executive sentence (eg. He handed the money to you)	k'ui33 kau33 tSOn55 nai55 t'eiN35 ?i55 ni33	kʰ u i ³³ + k a u ³³ + ʧ ɔ n ⁵⁵ + n a i ⁵⁵ + tʰ e i ŋ ³⁵ + ʔ i ⁵⁵ + n i ³³	佢交轉 ? 識畀你
5240	4598	Dancun	晚上街上擠滿了人	Existential Sentence (eg. At night the street is crowded with people)	jiE21 man21 hak55 ?O33 kai35 jKuN55 mOn55 k'u21 ?u33 Nin35	j i ɛ ²¹ + m a n ²¹ + h a k ⁵⁵ + ʔ ɔ ³³ + k a i ³⁵ + j ɬ u ŋ ⁵⁵ + m ɔ n ⁵⁵ + kʰ u ²¹ + ʔ u ³³ + ŋ i n ³⁵	夜晚黑到街擁滿 ? 多人
5241	4599	Dancun	牆上挖了一個洞	Existential Sentence (eg. On the wall was dug a whole)	jiu33 Nin22 tOk32 tS'un33 fKuN32 t'iEN22 jiu33 kK33 k'KuN55	j i u ³³ + ŋ i n ²² + t ɔ k ³² + ʧʰ u n ³³ + f ɬ u ŋ ³² + tʰ i ɛ ŋ ²² + j i u ³³ + k ɬ ³³ + kʰ ɬ u ŋ ⁵⁵	有人鑿穿幅牆有個孔
5238	4596	Dancun	從前有三兄弟	Existential Sentence (eg. Once there were three brothers)	kiu32 Si21 jiu33 {am33 heiN33 ?ai32	k i u ³² + ʃ i ²¹ + j i u ³³ + æ a m ³³ + h e i ŋ ³³ + ʔ a i ³²	舊時
5237	4595	Dancun	裡面有人	Existential Sentence (eg. There is someone inside)	Na55 hau21 jiu33 Nin22	ŋ a ⁵⁵ + h a u ²¹ + j i u ³³ + ŋ i n ²²	瓦後有人
5239	4597	Dancun	昨天晚上逃了兩個人	Existential Sentence (eg. Two persons ran away last night)	tO21 man35 tau55 K33 lieN55 kK33 kam33 fan35 hui33 K33 lO55	t ɔ ²¹ + m a n ³⁵ + t a u ⁵⁵ + ɬ ³³ + l i e ŋ ⁵⁵ + k ɬ ³³ + k a m ³³ + f a n ³⁵ + h u i ³³ + ɬ ³³ + l ɔ ⁵⁵	昨晚走 ? 兩個監犯去 ? 咯
2304	2234	Dancun	灶神	God of the Kitchen	tO21 p'u22 {at33	t ɔ ²¹ + pʰ u ²² + æ a t ³³	灶菩薩
2305	2235	Dancun	財神	God of wealth	t'Oi22 \in22	tʰ ɔ i ²² + ɕ i n ²²	
1808	1744	Dancun	海宴	Haiyan	hOi55 jiEn33; *hOi55 jEn33	h ɔ i ⁵⁵ + j i ɛ n ³³	
1809	1744	Dancun	海宴	Haiyan	hOi55 jiEn33; *hOi55 jEn33	h ɔ i ⁵⁵ + j ɛ n ³³	
3581	3302	Dancun	客家人	Hakka	hak55 ka35	h a k ⁵⁵ + k a ³⁵	
3501	3235	Dancun	黃	Huang	*vON22/35	v ɔ ŋ ²²¯³⁵	
5102	4475	Dancun	恐怕	I am afraid …	kin55 kau35; (k'ui33 kin55 kau35 m22 lOi22 lO55)	k i n ⁵⁵ + k a u ³⁵	僅夠（佢僅夠唔來咯）
5103	4475	Dancun	恐怕	I am afraid …	kin55 kau35; (k'ui33 kin55 kau35 m22 lOi22 lO55)	kʰ u i ³³ + k i n ⁵⁵ + k a u ³⁵ + m ²² + l ɔ i ²² + l ɔ ⁵⁵	僅夠（佢僅夠唔來咯）
5300	4659	Dancun	拿水來！	Imperative sentence (eg. Bring water!)	kON33 nK55 Sui55 lOi22	k ɔ ŋ ³³ + n ɬ ⁵⁵ + ʃ u i ⁵⁵ + l ɔ i ²²	扛 ? 水來
5305	4663	Dancun	睡覺吧！	Imperative sentence (eg. Do sleep!)	fai35 fun33 (lO33)/ ma33	f a i ³⁵ + f u n ³³ + l ɔ ³³¯ + m a ³³	快睏（咯）／嘛
5303	4662	Dancun	咱們走吧！	Imperative sentence (eg. Let's go!)	NOi21 tau55 lO55; NOi21 hui33 lO55	ŋ ɔ i ²¹ + t a u ⁵⁵ + l ɔ ⁵⁵	? 走咯； ? 去咯
5304	4662	Dancun	咱們走吧！	Imperative sentence (eg. Let's go!)	NOi21 tau55 lO55; NOi21 hui33 lO55	ŋ ɔ i ²¹ + h u i ³³ + l ɔ ⁵⁵	? 走咯； ? 去咯
2192	2109	Dancun	墨汁	India ink (fluid)	mak32 t\ip55	m a k ³² + ʨ i p ⁵⁵	
2190	2107	Dancun	墨	India ink stick	mak32	m a k ³²	
628	670	Dancun	玉米	Indian corn	{Kuk55 mai55	æ ɬ u k ⁵⁵ + m a i ⁵⁵	黍米
5257	4615	Dancun	我先給你三塊錢	Indirect object construction (eg. I give you three dollars first)	?i55 {am33 kK33 Nan22 t'eiN35 ni33 SOi55 kin55	ʔ i ⁵⁵ + æ a m ³³ + k ɬ ³³ + ŋ a n ²² + tʰ e i ŋ ³⁵ + n i ³³ + ʃ ɔ i ⁵⁵ + k i n ⁵⁵	畀三個銀錢你使緊
5258	4616	Dancun	張三寄過一封信給你	Indirect object construction (eg. Zhang San has sent a letter to you)	k'ui33 ki33 tSiEN33 {in35 ni33 tSi55 la55	kʰ u i ³³ + k i ³³ + ʧ i ɛ ŋ ³³ + æ i n ³⁵ + n i ³³ + ʧ i ⁵⁵ + l a ⁵⁵	佢寄張信你吱啦
5259	4617	Dancun	我分給你一半	Indirect-object Sentence (eg. I divide and give you half)	NOi33 ?i55 pOn21 ni33	ŋ ɔ i ³³ + ʔ i ⁵⁵ + p ɔ n ²¹ + n i ³³	我畀半你
5262	4620	Dancun	唉！真可憐！	Interjection-exclamation (eg. Oh!  So pitiful!)	?ai35 tSin33 hai21 hO55 leiN22 lO55	ʔ a i ³⁵ + ʧ i n ³³ + h a i ²¹ + h ɔ ⁵⁵ + l e i ŋ ²² + l ɔ ⁵⁵	唉真係可憐咯
692	725	Dancun	薏仁	Job's-tears	ji21 mai55	j i ²¹ + m a i ⁵⁵	
2408	2327	Dancun	元宵	Lantern Festival	hOi33 ?aN33 (tS'O33 Sip32); {an33 ?aN33 (Ni32 Sip32)	h ɔ i ³³ + ʔ a ŋ ³³ + ʧʰ ɔ ³³ + ʃ i p ³²	開燈（初十）；散燈　（二十）
2409	2327	Dancun	元宵	Lantern Festival	hOi33 ?aN33 (tS'O33 Sip32); {an33 ?aN33 (Ni32 Sip32)	æ a n ³³ + ʔ a ŋ ³³ + ŋ i ³² + ʃ i p ³²	開燈（初十）；散燈　（二十）
1282	1271	Dancun	旗袍	Manchu-style long garment	t\'iEN22 \am21; tS'iEN22 tSi55	ʨʰ i ɛ ŋ ²² + ɕ a m ²¹	長衫
1283	1271	Dancun	旗袍	Manchu-style long garment	t\'iEN22 \am21; tS'iEN22 tSi55	ʧʰ i ɛ ŋ ²² + ʧ i ⁵⁵	長衫
4703	4103	Dancun	驚蟄	March 5-18	keiN33 t\eik32	k e i ŋ ³³ + ʨ e i k ³²	
1810	1745	Dancun	南雄	Nanxiong	*nam22 hoN22	n a m ²² + h o ŋ ²²	
5289	4648	Dancun	這棵樹沒有葉子	Negative Declarative sentence (eg. This tree does not have any leaves)	k'Oi21 ?au33 Si32 mO33 {ai33 jiEp21	kʰ ɔ i ²¹ + ʔ a u ³³ + ʃ i ³² + m ɔ ³³ + æ a i ³³ + j i ɛ p ²¹	? 兜樹無晒葉
5301	4660	Dancun	別吵！	Negative Imperative sentence (eg. Don't make noise!)	m22 hO55 t'O22	m ²² + h ɔ ⁵⁵ + tʰ ɔ ²²	唔好嘈
5253	4611	Dancun	不是吧？	Negative Particle-question (eg. (it) isn't true, I guess? (with disbelief))	m22 hai32 ku55 va33	m ²² + h a i ³² + k u ⁵⁵ + v a ³³	唔係估哇
5252	4610	Dancun	他不認識你吧？	Negative Particle-question (eg. He doesn't know you, I guess?)	k'ui33 m22 Seik55 ni33 mOk21	kʰ u i ³³ + m ²² + ʃ e i k ⁵⁵ + n i ³³ + m ɔ k ²¹	佢唔識你莫
5291	4650	Dancun	這小孩分外不聽話	Negative Sentence with adverb (eg. This child is extraordinarily disobedient)	k'Oi21 kOi33 {am33 min55 tOi55 liEN32 NOi35 m22 hiEN33 kau33 nai55	kʰ ɔ i ²¹ + k ɔ i ³³ + æ a m ³³ + m i n ⁵⁵ + t ɔ i ⁵⁵ + l i ɛ ŋ ³² + ŋ ɔ i ³⁵ + m ²² + h i ɛ ŋ ³³ + k a u ³³ + n a i ⁵⁵	? 個細民仔另外唔聽教 ?
5290	4649	Dancun	張三不是分外囉唆	Negative Sentence with adverb (eg. Zhang San is not extraordinarily chattering)	k'ui33 miEN22 ki55 lO22 tO35 jiEk33	kʰ u i ³³ + m i ɛ ŋ ²² + k i ⁵⁵ + l ɔ ²² + t ɔ ³⁵ + j i ɛ k ³³	佢唔曾幾嘮叨約
5331	4689	Dancun	你不要，是不是？	Negative Tag-question (eg. You don't want, right?)	ni33 m22 hu55 mOk21	n i ³³ + m ²² + h u ⁵⁵ + m ɔ k ²¹	你唔討 ?
5255	4613	Dancun	不，他認識我	Negative answer to negative Particle-question	m22 hai32	m ²² + h a i ³²	唔係
5333	4691	Dancun	不是，我要	Negative answer to negative Tag-question	m22 hai32, NOi33 hu55 t\i55 la55	m ²² + h a i ³²̣ + ŋ ɔ i ³³ + h u ⁵⁵ + ʨ i ⁵⁵ + l a ⁵⁵	唔係，我討吱啦
5251	4609	Dancun	不，他不認識我	Negative answer to positive particle-question	m22 hai32	m ²² + h a i ³²	唔係
5330	4688	Dancun	不是，我不要	Negative answer to positive tag-question	NOi33 m22 hu55	ŋ ɔ i ³³ + m ²² + h u ⁵⁵	我唔討
5288	4647	Dancun	這個不是我的	Negative copula Sentence (eg. This is not mine)	k'Oi21 kOi33 m22 hai32 NOi33 kOi33	kʰ ɔ i ²¹ + k ɔ i ³³ + m ²² + h a i ³² + ŋ ɔ i ³³ + k ɔ i ³³	
5293	4652	Dancun	他出不來	Negative potential sentence (eg. He can't come out)	m22 tS'ut55 ?ak33 lOi22	m ²² + ʧʰ u t ⁵⁵ + ʔ a k ³³ + l ɔ i ²²	唔出得來
5292	4651	Dancun	這件事我做不完	Negative potential sentence (eg. I can't finish this matter)	k'Oi21 keiN32 {u32 NOi33 miEN22 tu33 ?ak33 jOn22	kʰ ɔ i ²¹ + k e i ŋ ³² + æ u ³² + ŋ ɔ i ³³ + m i ɛ ŋ ²² + t u ³³ + ʔ a k ³³ + j ɔ n ²²	… 唔曾做得完
2399	2322	Dancun	元旦	New Year's Day	neiN22 t\'O33 jit55; {in33 neiN35	n e i ŋ ²² + ʨʰ ɔ ³³ + j i t ⁵⁵	年初一；新年
2400	2322	Dancun	元旦	New Year's Day	neiN22 t\'O33 jit55; {in33 neiN35	æ i n ³³ + n e i ŋ ³⁵	年初一；新年
2429	2339	Dancun	除夕	New Year's Eve	neiN22 {am33 \ip32 man21	n e i ŋ ²² + æ a m ³³ + ɕ i p ³² + m a n ²¹	年三十晚
5269	4628	Dancun	別人吵架是別人的事	Nominalized Sentence (eg. Other people's quarrel is their own business)	niEk55 nO32 kau35 hai32 niEk55 kK33 {u32	n i ɛ k ⁵⁵ + n ɔ ³² + k a u ³⁵ + h a i ³² + n i ɛ k ⁵⁵ + k ɬ ³³ + æ u ³²	? 鬧交係 ? 個事
5220	4578	Dancun	今天幾號？	Noun Phrase-Predicate Sentence (eg. What day is today?)	kim33 man21 mOt55 tK55 Nit33 tu55	k i m ³³ + m a n ²¹ + m ɔ t ⁵⁵ + t ɬ ⁵⁵ + ŋ i t ³³ + t u ⁵⁵	今晚乜 ? 日子
5221	4579	Dancun	你們哪兒人？	Noun Phrase-Predicate Sentence (eg. Where are you from?)	niEk21 nai35 kK33	n i ɛ k ²¹ + n a i ³⁵ + k ɬ ³³	? 哪個
5222	4580	Dancun	這本書誰的？	Noun Phrase-Predicate Sentence (eg. Whose book is this?)	k'Oi21 nai55 heiN22 niE33 hai32 Sui55/35 kK33 tSa33	kʰ ɔ i ²¹ + n a i ⁵⁵ + h e i ŋ ²² + n i ɛ ³³ + h a i ³² + ʃ u i ⁵⁵¯³⁵ + k ɬ ³³ + ʧ a ³³	?   ? 閒野係誰個喳
5346	4704	Dancun	鹽我買了，糖沒買	Object-Contrastive sentence (eg. I have bought salt; I have not bought sugar)	nK55 SiEN32 mi35 NOi33 tK32 mai33 K33 lOk33 hON22 tK32 m22 hiEN22 mai33	n ɬ ⁵⁵ + ʃ i ɛ ŋ ³² + m i ³⁵ + ŋ ɔ i ³³ + t ɬ ³² + m a i ³³ + ɬ ³³ + l ɔ k ³³ + h ɔ ŋ ²² + t ɬ ³² + m ²² + h i ɛ ŋ ²² + m a i ³³	? 上味我就買 ? 咯糖就唔曾買
5345	4703	Dancun	張三連飯也不吃	Object-Emphatic Sentence (eg. Zhang San does not even eat rice)	k'ui33 leiN22 fan32 ?u33 m22 hiEk33 tK32 tau51 hui33 lO55	kʰ u i ³³ + l e i ŋ ²² + f a n ³² + ʔ u ³³ + m ²² + h i ɛ k ³³ + t ɬ ³² + t a u ⁵¹ + h u i ³³ + l ɔ ⁵⁵	佢連飯都唔吃就走去咯
4939	4338	Dancun	我們	PRO 1st inclusive pl.	NOi21	ŋ ɔ i ²¹	
2260	2191	Dancun	簫	Panpipes, Chinese recorder, vertical flute	{iEu35	æ i ɛ u ³⁵	
5296	4655	Dancun	他們被騙了	Passive sentence (eg. They were cheated)	k'iEk21 ?i55 niEk55 Nak55 K33 lO55	kʰ i ɛ k ²¹ + ʔ i ⁵⁵ + n i ɛ k ⁵⁵ + ŋ a k ⁵⁵ + ɬ ³³ + l ɔ ⁵⁵	? 畀 ?  ?  ? 咯
