ID	SHIJING	BLOCK	CHAPTER	NUMBER	TITLE	STANZA	VERSE	SECTION_NUMBER	RHYME_NUMBER	SECTION	RAW_SECTION	ENDCHAR	NOTE	RHYME	ALTERNATIVE_RHYME	CHARACTER	RHYMEID	MCH	OCH	PWY	YUNBU	SECTIONID	PREINITIAL	INITIAL	MEDIAL	YUN	SUF	OCBSYUN	GSR	GSRCLASS	MCHASCII	OCH_GLOSS	PINYIN	OCBS
1687	shijing	國風	齊風	104	  敝笱	104.3	1	1	1	敝笱在梁	敝笱在梁	、				梁	0	ljang	*raŋ	k-raŋ	陽	104.3.1.1		r		aŋ		aŋ	0738a	738	ljang	beam; bridge	liang2	 r  aŋ 
1688	shijing	國風	齊風	104	  敝笱	104.3	1	2	1	其魚a唯a唯	其魚唯唯	。		104.3.a		唯	34	ywij (ywijX)	*ɢʷij	k-lulʔ	微2	104.3.1.2		ɢʷ		ij		ij	0575i	575	ywij	only	wei2	 ɢʷ  ij 
1689	shijing	國風	齊風	104	  敝笱	104.3	1	2	2	其魚a唯a唯	其魚唯唯	。		104.3.a		唯	34	ywij (ywijX)	*ɢʷij	k-lulʔ	微2	104.3.1.2		ɢʷ		ij		ij	0575i	575	ywij	only	wei2	 ɢʷ  ij 
1690	shijing	國風	齊風	104	  敝笱	104.3	2	1	1	齊子歸止	齊子歸止	、				歸	0	kjw+j	*[k]ʷəj	?	微	104.3.2.1		[k]ʷ		əj		əj	0570a	570	kjw+j	return (v.)	gui1	 [k]ʷ  əj 
1691	shijing	國風	齊風	104	  敝笱	104.3	2	2	1	其從如a水	其從如水	。		104.3.a		水	34	sywijX	*s.turʔ	qhjulʔ	微3	104.3.2.2	s.	t		urʔ		ur	0576a	576	sywijX	water; river	shui3	s. t  urʔ 
1692	shijing	國風	齊風	105	  載驅	105.1	1	1	1	載驅a薄a薄	載驅薄薄	、		105.1.a		薄	35	bak	*[b]ˤak	baaɡ	鐸	105.1.1.1		[b]ˤ		ak		ak	0771p	771	bak	thin	bo2	 [b]ˤ  ak 
1693	shijing	國風	齊風	105	  載驅	105.1	1	1	2	載驅a薄a薄	載驅薄薄	、		105.1.a		薄	35	bak	*[b]ˤak	baaɡ	鐸	105.1.1.1		[b]ˤ		ak		ak	0771p	771	bak	thin	bo2	 [b]ˤ  ak 
1694	shijing	國風	齊風	105	  載驅	105.1	1	2	1	簟茀朱a鞹	簟茀朱鞹	。		105.1.a		鞹	35	khwak	?	khʷaaɡ	鐸	105.1.1.2												    
1695	shijing	國風	齊風	105	  載驅	105.1	2	1	1	魯道有蕩	魯道有蕩	、				蕩	0	dangX	*N.rˤaŋʔ	ɡ-laaŋʔ	陽	105.1.2.1	N.	rˤ		aŋʔ		aŋ	0720p'	720	dangX	beat furiously (of the heart)	dang4	N. rˤ  aŋʔ 
1696	shijing	國風	齊風	105	  載驅	105.1	2	2	1	齊子發a夕	齊子發夕	。		105.1.a		夕	35	zjek	*s-ɢAk	sɢlaɡ	鐸	105.1.2.2	s-	ɢ		Ak		Ak	0796a	796	zjek	evening, night	xi1	s- ɢ  Ak 
1697	shijing	國風	齊風	105	  載驅	105.2	1	1	1	四驪a濟a濟	四驪濟濟	、		105.2.a		濟	36	tsejH	*[ts]ˤ[i]j(ʔ)-s	tsiils	脂1	105.2.1.1		[ts]ˤ		əjʔ		əj	0593o	593	tsejX	[river name]	ji3	 [ts]ˤ  əjʔ 
1698	shijing	國風	齊風	105	  載驅	105.2	1	1	2	四驪a濟a濟	四驪濟濟	、		105.2.a		濟	36	tsejH	*[ts]ˤ[i]j(ʔ)-s	tsiils	脂1	105.2.1.1		[ts]ˤ		əjʔ		əj	0593o	593	tsejX	[river name]	ji3	 [ts]ˤ  əjʔ 
1699	shijing	國風	齊風	105	  載驅	105.2	1	2	1	垂轡a濔a濔	垂轡濔濔	。		105.2.a		濔	36	mjieX	?	melʔ	歌2	105.2.1.2												    
1700	shijing	國風	齊風	105	  載驅	105.2	1	2	2	垂轡a濔a濔	垂轡濔濔	。		105.2.a		濔	36	mjieX	?	melʔ	歌2	105.2.1.2												    
1701	shijing	國風	齊風	105	  載驅	105.2	2	1	1	魯道有蕩	魯道有蕩	、				蕩	0	dangX	*N.rˤaŋʔ	ɡ-laaŋʔ	陽	105.2.2.1	N.	rˤ		aŋʔ		aŋ	0720p'	720	dangX	beat furiously (of the heart)	dang4	N. rˤ  aŋʔ 
1702	shijing	國風	齊風	105	  載驅	105.2	2	2	1	齊子豈a弟	齊子豈弟	。		105.2.a		弟	36	dejX (dejH)	*lˤəjʔ	liils	脂1	105.2.2.2		lˤ		əjʔ		əj	0591a	591	dejX	younger brother	di4	 lˤ  əjʔ 
1703	shijing	國風	齊風	105	  載驅	105.3	1	1	1	汶水a湯a湯	汶水湯湯	、		105.3.a		湯	37	thang	! *l̥ˤaŋ // *r̥ˤaŋ	kh-laaŋ	陽	105.3.1.1		r̥ˤ		aŋ		aŋ	0720z	720	thang	(proper name:) founder of Shāng dynasty	tang1	 r̥ˤ  aŋ 
1704	shijing	國風	齊風	105	  載驅	105.3	1	1	2	汶水a湯a湯	汶水湯湯	、		105.3.a		湯	37	thang	! *l̥ˤaŋ // *r̥ˤaŋ	kh-laaŋ	陽	105.3.1.1		r̥ˤ		aŋ		aŋ	0720z	720	thang	(proper name:) founder of Shāng dynasty	tang1	 r̥ˤ  aŋ 
1705	shijing	國風	齊風	105	  載驅	105.3	1	2	1	行人a彭a彭	行人彭彭	。		105.3.a		彭	37	baeng	*C.[b]ˤraŋ	braaŋ	陽	105.3.1.2		C.[b]ˤ	r	aŋ		aŋ	0750a	750	baeng	(place name)	peng2	 C.[b]ˤ r aŋ 
1706	shijing	國風	齊風	105	  載驅	105.3	1	2	2	行人a彭a彭	行人彭彭	。		105.3.a		彭	37	baeng	*C.[b]ˤraŋ	braaŋ	陽	105.3.1.2		C.[b]ˤ	r	aŋ		aŋ	0750a	750	baeng	(place name)	peng2	 C.[b]ˤ r aŋ 
1707	shijing	國風	齊風	105	  載驅	105.3	2	1	1	魯道有蕩	魯道有蕩	、				蕩	0	dangX	*N.rˤaŋʔ	ɡ-laaŋʔ	陽	105.3.2.1	N.	rˤ		aŋʔ		aŋ	0720p'	720	dangX	beat furiously (of the heart)	dang4	N. rˤ  aŋʔ 
1708	shijing	國風	齊風	105	  載驅	105.3	2	2	1	齊子翱a翔	齊子翱翔	。		105.3.a		翔	37	zjang	*s.[ɢ]aŋ	sɢlaŋ	陽	105.3.2.2	s.	[ɢ]		aŋ		aŋ	0732p	732	zjang	fly back and forth; soar	xiang2	s. [ɢ]  aŋ 
1709	shijing	國風	齊風	105	  載驅	105.4	1	1	1	汶水a滔a滔	汶水滔滔	、		105.4.a		滔	38	thaw	*l̥ˤu	kh-luu	幽1	105.4.1.1		l̥ˤ		u		u	1078d	1078	thaw	rushing water	tao1	 l̥ˤ  u 
1710	shijing	國風	齊風	105	  載驅	105.4	1	1	2	汶水a滔a滔	汶水滔滔	、		105.4.a		滔	38	thaw	*l̥ˤu	kh-luu	幽1	105.4.1.1		l̥ˤ		u		u	1078d	1078	thaw	rushing water	tao1	 l̥ˤ  u 
1711	shijing	國風	齊風	105	  載驅	105.4	1	2	1	行人a儦a儦	行人儦儦	。		105.4.a		儦	38	pjew	?	prew	宵2	105.4.1.2												    
1712	shijing	國風	齊風	105	  載驅	105.4	1	2	2	行人a儦a儦	行人儦儦	。		105.4.a		儦	38	pjew	?	prew	宵2	105.4.1.2												    
1713	shijing	國風	齊風	105	  載驅	105.4	2	1	1	魯道有蕩	魯道有蕩	、				蕩	0	dangX	*N.rˤaŋʔ	ɡ-laaŋʔ	陽	105.4.2.1	N.	rˤ		aŋʔ		aŋ	0720p'	720	dangX	beat furiously (of the heart)	dang4	N. rˤ  aŋʔ 
1714	shijing	國風	齊風	105	  載驅	105.4	2	2	1	齊子游a敖	齊子游敖	。		105.4.a		敖	38	ngaw	! *ŋˤaw // *[ŋ]ˤaw	ŋoow	宵3	105.4.2.2		[ŋ]ˤ		aw		aw	1130a	1130	ngaw	tall	ao2	 [ŋ]ˤ  aw 
1715	shijing	國風	齊風	106	  猗嗟	106.1	1	1	1	猗嗟a昌兮	猗嗟昌兮	、		106.1.a		昌	39	tsyhang	?	thjaŋ	陽	106.1.1.1												    
1716	shijing	國風	齊風	106	  猗嗟	106.1	1	2	1	頎而a長兮	頎而長兮	、		106.1.a		長	39	drjang	*Cə-[N]-traŋ	ɡrlaŋ	陽	106.1.1.2		t	r	aŋʔ		aŋ	0721a	721	trjangX	grow; elder	zhang3	 t r aŋʔ 
1717	shijing	國風	齊風	106	  猗嗟	106.1	1	3	1	抑若a揚兮	抑若揚兮	、		106.1.a		揚	39	yang	*laŋ	k-laŋ	陽	106.1.1.3		l		aŋ		aŋ	0720j	720	yang	raise	yang2	 l  aŋ 
1718	shijing	國風	齊風	106	  猗嗟	106.1	1	4	1	美目a揚兮	美目揚兮	。		106.1.a		揚	39	yang	*laŋ	k-laŋ	陽	106.1.1.4		l		aŋ		aŋ	0720j	720	yang	raise	yang2	 l  aŋ 
1719	shijing	國風	齊風	106	  猗嗟	106.1	2	1	1	巧趨a蹌兮	巧趨蹌兮	、		106.1.a		蹌	39		?	skhaŋ	陽	106.1.2.1												    
1720	shijing	國風	齊風	106	  猗嗟	106.1	2	2	1	射則a臧兮	射則臧兮	。		106.1.a		臧	39	tsang	*[ts]ˤaŋ	skaaŋ	陽	106.1.2.2		[ts]ˤ		aŋ		aŋ	0727f'	727	tsang	good	zang1	 [ts]ˤ  aŋ 
1721	shijing	國風	齊風	106	  猗嗟	106.2	1	1	1	猗嗟a名兮	猗嗟名兮	、		106.2.a		名	40	mjieng	*C.meŋ	meŋ	耕	106.2.1.1	C.	m		eŋ		eŋ	0826a	826	mjieng	name	ming2	C. m  eŋ 
1722	shijing	國風	齊風	106	  猗嗟	106.2	1	2	1	美目a清兮	美目清兮	。		106.2.a		清	40	tshjeng	*tsʰeŋ	tsheŋ	耕	106.2.1.2		tsʰ		eŋ		eŋ	0812i'	812	tshjeng	clear (adj.)	qing1	 tsʰ  eŋ 
1723	shijing	國風	齊風	106	  猗嗟	106.2	2	1	1	儀既a成兮	儀既成兮	。		106.2.a		成	40					106.2.2.1		[d]		eŋ		eŋ	0818a	818	dzyeng	to become (v.i.)	cheng2	 [d]  eŋ 
1724	shijing	國風	齊風	106	  猗嗟	106.2	3	1	1	終日射侯	終日射侯	、				侯	0	huw	*[g]ˤ(r)o	ɡoo	侯	106.2.3.1		[g]ˤ	(r)	o		o	0113a	113	huw	feudal lord	hou2	 [g]ˤ (r) o 
1725	shijing	國風	齊風	106	  猗嗟	106.2	3	2	1	不出a正兮	不出正兮	。		106.2.a		正	40	tsyengH	*teŋ-s	tjeŋs	耕	106.2.3.2	C.	t		eŋ		eŋ	0833j	833	tsyeng	1st (month)	zheng1	C. t  eŋ 
1726	shijing	國風	齊風	106	  猗嗟	106.2	4	1	1	展我a甥兮	展我甥兮	。		106.2.a		甥	40	sraeng	*s.reŋ	sraaŋ	陽	106.2.4.1	s.	r		eŋ		eŋ	0812g	812	sraeng	SiSo or SiDa; DaHu	sheng1	s. r  eŋ 
1727	shijing	國風	齊風	106	  猗嗟	106.3	1	1	1	猗嗟a孌兮	猗嗟孌兮	、		106.3.a		孌	41	ljwenX (ljwenH)	*[r]onʔ	b-rons	元3	106.3.1.1		[r]		onʔ		on	0178k	178	ljwenX	beautiful	lian4	 [r]  onʔ 
1728	shijing	國風	齊風	106	  猗嗟	106.3	1	2	1	清揚a婉兮	清揚婉兮	。		106.3.a		婉	41	'jwonX	*[ʔ]o[n]ʔ	qonʔ	元3	106.3.1.2		[ʔ]		o[n]ʔ		on	0260g	260	'jwonX	beautiful	wan3	 [ʔ]  o[n]ʔ 
1729	shijing	國風	齊風	106	  猗嗟	106.3	2	1	1	舞則b?a選兮	舞則選兮	、		106.3.b	106.3.a	選	42	sjwenH // sjwenX // sjwenX (swanX)	*[s]o[n]ʔ // *[s]o[r]ʔ // *[s]o[n]ʔ-s	?	桓	106.3.2.1		[s]		o[n]ʔ	-s	on	0433f	433	sjwenH	even, orderly	xuan4	 [s]  o[n]ʔ -s
1730	shijing	國風	齊風	106	  猗嗟	106.3	2	2	1	射則b?a貫兮	射則貫兮	。		106.3.b	106.3.a	貫	42	kwan	*kˤo[n]	koon	元3	106.3.2.2		kˤ		on	-s	on	0159a	159	kwanH	pass through the center	guan4	 kˤ  on -s
1731	shijing	國風	齊風	106	  猗嗟	106.3	3	1	1	四矢b?a反兮	四矢反兮	、		106.3.b	106.3.a	反	42	pjonX	*Cə.panʔ	panʔ	元1	106.3.3.1		[b]ˤ	r	anʔ		an	0262a	262	baenX	dignified, grand	fan3	 [b]ˤ r anʔ 
1732	shijing	國風	齊風	106	  猗嗟	106.3	3	2	1	以禦b?a亂兮	以禦亂兮	。		106.3.b	106.3.a	亂	42	lwanH	*[r]ˤo[n]-s	ɡ-roons	元3	106.3.3.2		[r]ˤ		o[n]	-s	on	0180c	180	lwanH	disorder, rebellion	luan4	 [r]ˤ  o[n] -s
1733	shijing	國風	魏風	107	  葛屨	107.1	1	1	1	糾糾葛屨	糾糾葛屨	、				屨	0	kjuH	*k-ro-s	klos	侯	107.1.1.1	k-	r		o	-s	o	0123q	123	kjuH	sandal, shoe	ju4	k- r  o -s
1734	shijing	國風	魏風	107	  葛屨	107.1	1	2	1	可以履a霜	可以履霜	。		107.1.a		霜	43	srjang	*[s]raŋ	sqraŋ	陽	107.1.1.2		[s]	r	aŋ		aŋ	0731g	731	srjang	hoar-frost	shuang1	 [s] r aŋ 
1735	shijing	國風	魏風	107	  葛屨	107.1	2	1	1	摻摻女手	摻摻女手	、				手	0	syuwX	*n̥uʔ	hmljuʔ	幽1	107.1.2.1		n̥		uʔ		u	1101a	1101	syuwX	hand	shou3	 n̥  uʔ 
1736	shijing	國風	魏風	107	  葛屨	107.1	2	2	1	可以縫a裳	可以縫裳	。		107.1.a		裳	43	dzyang	*daŋ	djaŋ	陽	107.1.2.2		d		aŋ		aŋ	0725d	725	dzyang	lower garment	chang2	 d  aŋ 
1737	shijing	國風	魏風	107	  葛屨	107.1	3	1	1	要之b襋之	要之襋之	、		107.1.b		襋	44	kik	?	kɯɡ	職	107.1.3.1												    
1738	shijing	國風	魏風	107	  葛屨	107.1	3	2	1	好人b服之	好人服之	。		107.1.b		服	44	bjuwk	*[b]ək	?	屋	107.1.3.2		[b]		ək		ək	0934d	934	bjuwk	subdue, submit	fu2	 [b]  ək 
1739	shijing	國風	魏風	107	  葛屨	107.2	1	1	1	好人a提a提	好人提提	、		107.2.a		提	45	dej (dzye)	*[d]ˤe	ɡ-lee	佳	107.2.1.1		[d]ˤ		e		e	0866n	866	dej	lift, grasp	ti2	 [d]ˤ  e 
1740	shijing	國風	魏風	107	  葛屨	107.2	1	1	2	好人a提a提	好人提提	、		107.2.a		提	45	dej (dzye)	*[d]ˤe	ɡ-lee	佳	107.2.1.1		[d]ˤ		e		e	0866n	866	dej	lift, grasp	ti2	 [d]ˤ  e 
1741	shijing	國風	魏風	107	  葛屨	107.2	1	2	1	宛然左a辟	宛然左辟	、		107.2.a		辟	45	pjiek	*pek	peɡ	錫	107.2.1.2	[N]-	p		ek		ek	0853a	853	bjiek	law, rule; lawful	bi4	[N]- p  ek 
1742	shijing	國風	魏風	107	  葛屨	107.2	1	3	1	佩其象a揥	佩其象揥	。		107.2.a		揥	45	trhjejH	?	khrleds	月1	107.2.1.3												    
1743	shijing	國風	魏風	107	  葛屨	107.2	2	1	1	維是褊心	維是褊心	、				心	0	sim	*səm	slɯm	侵1	107.2.2.1		s		əm		əm	0663a	663	sim	heart	xin1	 s  əm 
1744	shijing	國風	魏風	107	  葛屨	107.2	2	2	1	是以為a刺	是以為刺	。		107.2.a		刺	45	tshjek	*[tsʰ]ek	skhleɡ	錫	107.2.2.2		[tsʰ]		ek	-s	ek	0868d	868	tshjeH	sharp point, thorn	ci4	 [tsʰ]  ek -s
1745	shijing	國風	魏風	108	  汾沮洳	108.1	1	1	1	彼汾沮a洳	彼汾沮洳	、		108.1.a		洳	46	nyo	*na	nja	魚	108.1.1.1		n		a	-s	a	0094q	94	nyoH	wet ground	ru4	 n  a -s
1746	shijing	國風	魏風	108	  汾沮洳	108.1	1	2	1	言采其a莫	言采其莫	。		108.1.a		莫	46	mak	*mˤak	maaɡ	鐸	108.1.1.2		mˤ		ak		ak	0802a	802	mak	deliberate (v.) (loan)	mo4	 mˤ  ak 
1747	shijing	國風	魏風	108	  汾沮洳	108.1	2	1	1	彼其之子	彼其之子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	108.1.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
1748	shijing	國風	魏風	108	  汾沮洳	108.1	2	2	1	美無a度	美無度	。		108.1.a		度	46	dak	*[d]ˤak	ɡ-laaɡ	鐸	108.1.2.2		[d]ˤ		ak	-s	ak	0801a	801	duH	measure (n.)	du4	 [d]ˤ  ak -s
1749	shijing	國風	魏風	108	  汾沮洳	108.1	3	1	1	美無a度	美無度	、		108.1.a		度	46	dak	*[d]ˤak	ɡ-laaɡ	鐸	108.1.3.1		[d]ˤ		ak	-s	ak	0801a	801	duH	measure (n.)	du4	 [d]ˤ  ak -s
1750	shijing	國風	魏風	108	  汾沮洳	108.1	3	2	1	殊異乎公a路	殊異乎公路	。		108.1.a		路	46	luH	*Cə.rˤak-s	ɡ-raaɡs	鐸	108.1.3.2	Cə.	rˤ		ak	-s	ak	0766l'	766	luH	road	lu4	Cə. rˤ  ak -s
1751	shijing	國風	魏風	108	  汾沮洳	108.2	1	1	1	彼汾一a方	彼汾一方	、		108.2.a		方	47	pjang	! *C-paŋ // *paŋ // *paŋ	paŋ	陽	108.2.1.1		p		aŋ		aŋ	0740a	740	pjang	just, then	fang1	 p  aŋ 
1752	shijing	國風	魏風	108	  汾沮洳	108.2	1	2	1	言采其a桑	言采其桑	。		108.2.a		桑	47	sang	*[s]ˤaŋ	saaŋ	陽	108.2.1.2		[s]ˤ		aŋ		aŋ	0704a	704	sang	mulberry tree	sang1	 [s]ˤ  aŋ 
1753	shijing	國風	魏風	108	  汾沮洳	108.2	2	1	1	彼其之子	彼其之子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	108.2.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
1754	shijing	國風	魏風	108	  汾沮洳	108.2	2	2	1	美如a英	美如英	。		108.2.a		英	47	'jaeng	*ʔ<r>aŋ	qraŋ	陽	108.2.2.2		ʔ	<r>	aŋ		aŋ	0718k	718	'jaeng	young grass plants	ying1	 ʔ <r> aŋ 
1755	shijing	國風	魏風	108	  汾沮洳	108.2	3	1	1	美如a英	美如英	、		108.2.a		英	47	'jaeng	*ʔ<r>aŋ	qraŋ	陽	108.2.3.1		ʔ	<r>	aŋ		aŋ	0718k	718	'jaeng	young grass plants	ying1	 ʔ <r> aŋ 
1756	shijing	國風	魏風	108	  汾沮洳	108.2	3	2	1	殊異乎公a行	殊異乎公行	。		108.2.a		行	47	haeng // haengH // hang (hangH)	*[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s	ɢaaŋs	陽	108.2.3.2		[g]ˤ	r	aŋ	-s	aŋ	0748a	748	haengH	action	xing2	 [g]ˤ r aŋ -s
1757	shijing	國風	魏風	108	  汾沮洳	108.3	1	1	1	彼汾一a曲	彼汾一曲	、		108.3.a		曲	48	khjowk	*kʰ(r)ok	khoɡ	屋	108.3.1.1		kʰ	(r)	ok		ok	1213a	1213	khjowk	to bend	qu1	 kʰ (r) ok 
1758	shijing	國風	魏風	108	  汾沮洳	108.3	1	2	1	言采其a藚	言采其藚	。		108.3.a		藚	48					108.3.1.2	sə.	l		ok		ok	1023v	1023	zjowk	Alisma plantago	xu4	sə. l  ok 
1759	shijing	國風	魏風	108	  汾沮洳	108.3	2	1	1	彼其之子	彼其之子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	108.3.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
1760	shijing	國風	魏風	108	  汾沮洳	108.3	2	2	1	美如a玉	美如玉	。		108.3.a		玉	48	ngjowk	*[ŋ](r)ok	ŋɡoɡ	屋	108.3.2.2		[ŋ]	(r)	ok		ok	1216a	1216	ngjowk	jade	yu4	 [ŋ] (r) ok 
1761	shijing	國風	魏風	108	  汾沮洳	108.3	3	1	1	美如a玉	美如玉	、		108.3.a		玉	48	ngjowk	*[ŋ](r)ok	ŋɡoɡ	屋	108.3.3.1		[ŋ]	(r)	ok		ok	1216a	1216	ngjowk	jade	yu4	 [ŋ] (r) ok 
1762	shijing	國風	魏風	108	  汾沮洳	108.3	3	2	1	殊異乎公a族	殊異乎公族	。		108.3.a		族	48	dzuwk	*[dz]ˤok	sɡooɡ	屋	108.3.3.2		[dz]ˤ		ok		ok	1206a	1206	dzuwk	clan	zu2	 [dz]ˤ  ok 
1763	shijing	國風	魏風	109	  園有桃	109.1	1	1	1	園有a桃	園有桃	、		109.1.a		桃	49	daw	*C.lˤaw	ɡ-laaw	宵1	109.1.1.1	C.	lˤ		aw		aw	1145u	1145	daw	peach	tao2	C. lˤ  aw 
1764	shijing	國風	魏風	109	  園有桃	109.1	1	2	1	其實之a殽	其實之殽	。		109.1.a		殽	49	haew	?	ɡraaw	宵1	109.1.1.2												    
1765	shijing	國風	魏風	109	  園有桃	109.1	2	1	1	心之憂矣	心之憂矣	、				憂	0	'juw	*ʔ(r)u		幽1	109.1.2.1		ʔ	(r)	u		u	1071a	1071	'juw	grief, grieved	you1	 ʔ (r) u 
1766	shijing	國風	魏風	109	  園有桃	109.1	2	2	1	我歌且a謠	我歌且謠	。		109.1.a		謠	49	yew	*law	k-lew	宵2	109.1.2.2		l		aw		aw	1144j	1144	yew	sing; song	yao2	 l  aw 
1767	shijing	國風	魏風	109	  園有桃	109.1	3	1	1	不我知者	不我知者	、				者	0	tsyaeX	*tAʔ		魚	109.1.3.1		t		Aʔ		A	0045a	45	tsyaeX	(nominalizing particle)	zhe3	 t  Aʔ 
1768	shijing	國風	魏風	109	  園有桃	109.1	3	2	1	謂我士也a驕	謂我士也驕	。		109.1.a		驕	49	kjew	?	krew	宵2	109.1.3.2												    
1769	shijing	國風	魏風	109	  園有桃	109.1	4	1	1	彼人是哉	彼人是哉	、				哉	0	tsoj // tsoj	*[ts]ˤə	skɯɯ	之	109.1.4.1		[ts]ˤ		ə		ə	0943v	943	tsoj	(particle)	zai1	 [ts]ˤ  ə 
1770	shijing	國風	魏風	109	  園有桃	109.1	4	2	1	子曰何b其	子曰何其	。		109.1.b		其	50	gi	*gə	ɡɯ	之	109.1.4.2		g		ə		ə	0952a	952	gi	(3p possessive)	qi2	 g  ə 
1771	shijing	國風	魏風	109	  園有桃	109.1	5	1	1	心之憂矣	心之憂矣	、				憂	0	'juw	*ʔ(r)u		幽1	109.1.5.1		ʔ	(r)	u		u	1071a	1071	'juw	grief, grieved	you1	 ʔ (r) u 
1772	shijing	國風	魏風	109	  園有桃	109.1	5	2	1	其誰知b之	其誰知之	。		109.1.b		之	50	tsyi	*tə	?	之	109.1.5.2		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
1773	shijing	國風	魏風	109	  園有桃	109.1	6	1	1	其誰知b?x之	其誰知之	、		109.1.b		之	50	tsyi	*tə	?	之	109.1.6.1		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
1774	shijing	國風	魏風	109	  園有桃	109.1	6	2	1	蓋亦勿b思	蓋亦勿思	。		109.1.b		思	50	si	*[s]ə	snɯ	之	109.1.6.2		[s]		ə		ə	0973a	973	si	think	si1	 [s]  ə 
1775	shijing	國風	魏風	109	  園有桃	109.2	1	1	1	園有a棘	園有棘	、		109.2.a		棘	51	kik	*krək	kɯɡ	職	109.2.1.1		k	r	ək		ək	0911a	911	kik	thorns	ji2	 k r ək 
1776	shijing	國風	魏風	109	  園有桃	109.2	1	2	1	其實之a食	其實之食	。		109.2.a		食	51	zyik	*mə-lək	ɢljɯɡ	職	109.2.1.2	s-m-	l		ək	-s	ək	0921a	921	ziH	feed (v.)	si4	s-m- l  ək -s
1777	shijing	國風	魏風	109	  園有桃	109.2	2	1	1	心之憂矣	心之憂矣	、				憂	0	'juw	*ʔ(r)u		幽1	109.2.2.1		ʔ	(r)	u		u	1071a	1071	'juw	grief, grieved	you1	 ʔ (r) u 
1778	shijing	國風	魏風	109	  園有桃	109.2	2	2	1	聊以行a國	聊以行國	。		109.2.a		國	51	kwok	*[C.q]ʷˤək	kʷɯɯɡ	職	109.2.2.2	[C.	q]ʷˤ		ək		ək	0929o	929	kwok	state (n.)	guo2	[C. q]ʷˤ  ək 
1779	shijing	國風	魏風	109	  園有桃	109.2	3	1	1	不我知者	不我知者	、				者	0	tsyaeX	*tAʔ		魚	109.2.3.1		t		Aʔ		A	0045a	45	tsyaeX	(nominalizing particle)	zhe3	 t  Aʔ 
1780	shijing	國風	魏風	109	  園有桃	109.2	3	2	1	謂我士也罔a極	謂我士也罔極	。		109.2.a		極	51	gik	*[g](r)ək	ɡɯɡ	職	109.2.3.2		[g]	(r)	ək		ək	0910e	910	gik	extreme	ji2	 [g] (r) ək 
1781	shijing	國風	魏風	109	  園有桃	109.2	4	1	1	彼人是b哉	彼人是哉	、		109.2.b		哉	52	tsoj // tsoj	*[ts]ˤə	skɯɯ	之	109.2.4.1		[ts]ˤ		ə		ə	0943v	943	tsoj	(particle)	zai1	 [ts]ˤ  ə 
1782	shijing	國風	魏風	109	  園有桃	109.2	4	2	1	子曰何b其	子曰何其	。		109.2.b		其	52	gi	*gə	ɡɯ	之	109.2.4.2		g		ə		ə	0952a	952	gi	(3p possessive)	qi2	 g  ə 
1783	shijing	國風	魏風	109	  園有桃	109.2	5	1	1	心之憂矣	心之憂矣	、				憂	0	'juw	*ʔ(r)u		幽1	109.2.5.1		ʔ	(r)	u		u	1071a	1071	'juw	grief, grieved	you1	 ʔ (r) u 
1784	shijing	國風	魏風	109	  園有桃	109.2	5	2	1	其誰知b之	其誰知之	。		109.2.b		之	52	tsyi	*tə	?	之	109.2.5.2		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
1785	shijing	國風	魏風	109	  園有桃	109.2	6	1	1	其誰知b?x之	其誰知之	、		109.2.b		之	52	tsyi	*tə	?	之	109.2.6.1		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
1786	shijing	國風	魏風	109	  園有桃	109.2	6	2	1	蓋亦勿b思	蓋亦勿思	。		109.2.b		思	52	si	*[s]ə	snɯ	之	109.2.6.2		[s]		ə		ə	0973a	973	si	think	si1	 [s]  ə 
163	shijing	國風	周南	11	 麟之趾	11.1	1	1	1	麟之a趾	麟之趾	、		11.1.a		趾	53	tsyiX	*təʔ	kljɯʔ	之	11.1.1.1		t		əʔ		ə	0961g	961	tsyiX	foot, heel, toe	zhi3	 t  əʔ 
164	shijing	國風	周南	11	 麟之趾	11.1	1	2	1	振振公a子	振振公子	。		11.1.a		子	53	tsiX	! *[ts]əʔ // *tsəʔ	?	之	11.1.1.2		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
165	shijing	國風	周南	11	 麟之趾	11.1	2	1	1	于嗟麟兮	于嗟麟兮	。				麟	0	lin	?	rin	真1	11.1.2.1												    
