ID	CHARACTER	PINYIN	DOCULECT	WORDFAMILY_CLASS	GLOSS	READING	VARIANT_CLASS	SOURCE
190	辯	biàn	Late_Han_Chinese		"Divide" [Zhouli],/"distinguish, discriminate" 辨 [Lunyu] (also MC bănᶜ), 辯 [Yi],/"dispute" [Meng].	bɨanᴮ	辨	Schuessler2007
191	辦	bàn₃	Middle_Chinese		"To deal with, handle, manage" [BI, Zuo].	bănᶜ		Schuessler2007
192	辦	bàn₃	Old_Chinese		"To deal with, handle, manage" [BI, Zuo].	brâns		Schuessler2007
193	辦	bàn₃	Late_Han_Chinese		"To deal with, handle, manage" [BI, Zuo].	bɛnᶜ		Schuessler2007
194	瓣	bàn₄	Middle_Chinese		"Petals of a flower" is a late word [14th cent. AD].	bănᶜ		Schuessler2007
195	瓣	bàn₄	Late_Han_Chinese		"Petals of a flower" is a late word [14th cent. AD].	bɛnᶜ ?		Schuessler2007
196	邦	bāng	Middle_Chinese		"Country" [Shi], possibly the same etymon as {fēng₂ 封} (Wáng Lì 1982: 388).	påŋ		Schuessler2007
197	邦	bāng	Old_Chinese		"Country" [Shi], possibly the same etymon as {fēng₂ 封} (Wáng Lì 1982: 388).	prôŋ		Schuessler2007
198	邦	bāng	Late_Han_Chinese		"Country" [Shi], possibly the same etymon as {fēng₂ 封} (Wáng Lì 1982: 388).	pɔŋ		Schuessler2007
199	榜	bǎng₁	Middle_Chinese		"Board" [Jinshu].	pwâŋᴮ		Schuessler2007
200	榜	bǎng₁	Old_Chinese		"Board" [Jinshu].	pâŋʔ		Schuessler2007
201	榜	bǎng₁	Late_Han_Chinese		"Board" [Jinshu].	pɑŋᴮ		Schuessler2007
202	棒	bàng₁	Middle_Chinese		"Club, stick" [Post-Han: Weishu].	båŋᴮ		Schuessler2007
203	棒	bàng₁	Old_Chinese		"Club, stick" [Post-Han: Weishu].	brôŋʔ		Schuessler2007
204	棒	bàng₁	Late_Han_Chinese		"Club, stick" [Post-Han: Weishu].	bɔŋᴮ		Schuessler2007
205	包	bāo₁	Middle_Chinese		"To wrap, bundle" [Shu],/"contain" [Zuo].	pau		Schuessler2007
206	包	bāo₁	Old_Chinese		"To wrap, bundle" [Shu],/"contain" [Zuo].	prû		Schuessler2007
207	包	bāo₁	Late_Han_Chinese		"To wrap, bundle" [Shu],/"contain" [Zuo].	pɔu		Schuessler2007
208	胞	bāo₂	Middle_Chinese		"Womb" [Zhuang].	pau,pʰau		Schuessler2007
209	胞	bāo₂	Old_Chinese		"Womb" [Zhuang].	prû,*phrû		Schuessler2007
210	胞	bāo₂	Late_Han_Chinese		"Womb" [Zhuang].	pɔu		Schuessler2007
211	剝	bāo₃	Middle_Chinese		"To cut up, peel, pluck" [Shi].	påk		Schuessler2007
212	剝	bāo₃	Old_Chinese		"To cut up, peel, pluck" [Shi].	prôk.		Schuessler2007
213	剝	bāo₃	Late_Han_Chinese		"To cut up, peel, pluck" [Shi].	pɔk		Schuessler2007
214	保	bǎo₁	Middle_Chinese		"To take care of" (a baby by wrapping it in swaddling cloth) [Meng], (people) [Shu];/"preserve, protect, maintain" [Shi].	pâuᴮ		Schuessler2007
215	保	bǎo₁	Old_Chinese		"To take care of" (a baby by wrapping it in swaddling cloth) [Meng], (people) [Shu];/"preserve, protect, maintain" [Shi].	pûʔ		Schuessler2007
216	保	bǎo₁	Late_Han_Chinese		"To take care of" (a baby by wrapping it in swaddling cloth) [Meng], (people) [Shu];/"preserve, protect, maintain" [Shi].	pouᴮ		Schuessler2007
217	葆	bǎo₁	Middle_Chinese			pâuᴮ		Schuessler2007
218	葆	bǎo₁	Old_Chinese	= bǎo₁ 保		pûʔ		Schuessler2007
219	葆	bǎo₁	Late_Han_Chinese			pouᴮ		Schuessler2007
220	褓	bǎo₁	Middle_Chinese		"The cloth" (in which children are carried on the back) [Lüshih],/"swaddling cloth" [Liezi], used in the expression qiǎng bǎo 繈 or 襁褓 (qiǎng, MC kjaŋᴮ,/"string, cord", here prob. ``strap''); apparently bǎo refers to the protective swaddling cloth, not to the notion of carrying a baby on the back.	pâuᴮ		Schuessler2007
221	褓	bǎo₁	Old_Chinese	= bǎo₁ 保	"The cloth" (in which children are carried on the back) [Lüshih],/"swaddling cloth" [Liezi], used in the expression qiǎng bǎo 繈 or 襁褓 (qiǎng, MC kjaŋᴮ,/"string, cord", here prob. ``strap''); apparently bǎo refers to the protective swaddling cloth, not to the notion of carrying a baby on the back.	pûʔ		Schuessler2007
222	褓	bǎo₁	Late_Han_Chinese		"The cloth" (in which children are carried on the back) [Lüshih],/"swaddling cloth" [Liezi], used in the expression qiǎng bǎo 繈 or 襁褓 (qiǎng, MC kjaŋᴮ,/"string, cord", here prob. ``strap''); apparently bǎo refers to the protective swaddling cloth, not to the notion of carrying a baby on the back.	pouᴮ		Schuessler2007
223	飽	bǎo₂	Middle_Chinese		"To eat to the full, satiated" [Shi].	pauᴮ		Schuessler2007
224	飽	bǎo₂	Old_Chinese		"To eat to the full, satiated" [Shi].	prûʔ		Schuessler2007
225	飽	bǎo₂	Late_Han_Chinese		"To eat to the full, satiated" [Shi].	pɔuᴮ		Schuessler2007
226	寶	bǎo₃	Middle_Chinese		"Be precious, treasure" [BI, Shi].	pâuᴮ		Schuessler2007
227	寶	bǎo₃	Old_Chinese		"Be precious, treasure" [BI, Shi].	pûʔ		Schuessler2007
228	寶	bǎo₃	Late_Han_Chinese		"Be precious, treasure" [BI, Shi].	pouᴮ		Schuessler2007
229	抱	bào₁	Middle_Chinese		"Carry in the arms" [Shi].	bâuᴮ		Schuessler2007
230	抱	bào₁	Old_Chinese		"Carry in the arms" [Shi].	bûʔ		Schuessler2007
231	抱	bào₁	Late_Han_Chinese		"Carry in the arms" [Shi].	bouᴮ		Schuessler2007
232	報	bào₂	Middle_Chinese		"To repay, requite, reward, respond, announce" [Shi],/"report".	pâuᶜ		Schuessler2007
233	報	bào₂	Old_Chinese		"To repay, requite, reward, respond, announce" [Shi],/"report".	pûh		Schuessler2007
234	報	bào₂	Late_Han_Chinese		"To repay, requite, reward, respond, announce" [Shi],/"report".	pouᶜ		Schuessler2007
235	卑	bēi₁	Middle_Chinese		"Be low, humble" [Shi], opposite of/"high" [Zuo].	pjie 4		Schuessler2007
236	卑	bēi₁	Old_Chinese		"Be low, humble" [Shi], opposite of/"high" [Zuo].	pe		Schuessler2007
237	卑	bēi₁	Late_Han_Chinese		"Be low, humble" [Shi], opposite of/"high" [Zuo].	pie		Schuessler2007
238	埤	bì	Middle_Chinese			bjieᴮ 4	埤	Schuessler2007
239	埤	bì	Old_Chinese	⪤ bēi₁ 卑		beʔ	埤	Schuessler2007
240	埤	bì	Late_Han_Chinese			bieᴮ	埤	Schuessler2007
241	庳	bì	Middle_Chinese			bjieᴮ 4	埤	Schuessler2007
242	庳	bì	Old_Chinese	⪤ bēi₁ 卑		beʔ	埤	Schuessler2007
243	庳	bì	Late_Han_Chinese			bieᴮ	埤	Schuessler2007
244	婢	bì	Middle_Chinese			bjieᴮ 4	埤	Schuessler2007
245	婢	bì	Old_Chinese	⪤ bēi₁ 卑		beʔ	埤	Schuessler2007
246	婢	bì	Late_Han_Chinese			bieᴮ	埤	Schuessler2007
247	陂	bēi₂,bī	Middle_Chinese		"Slope, bank, dyke" [Shi, Shu],/"slanting" [Yi]./NOTE:Prob. not related to {pǔ₁ 浦}.	pje 3		Schuessler2007
248	陂	bēi₂,bī	Old_Chinese		"Slope, bank, dyke" [Shi, Shu],/"slanting" [Yi]./NOTE:Prob. not related to {pǔ₁ 浦}.	pai		Schuessler2007
249	陂	bēi₂,bī	Late_Han_Chinese		"Slope, bank, dyke" [Shi, Shu],/"slanting" [Yi]./NOTE:Prob. not related to {pǔ₁ 浦}.	pɨɑi		Schuessler2007
250	陂	bì	Middle_Chinese		"Be slanting, oblique" 陂 [Shu, Yi];/"one-sided words, insincere" 詖 (also MC pje) [Meng].	pjeᶜ 3		Schuessler2007
251	陂	bì	Old_Chinese	⪤ bēi₂,bī 陂	"Be slanting, oblique" 陂 [Shu, Yi];/"one-sided words, insincere" 詖 (also MC pje) [Meng].	paih		Schuessler2007
252	陂	bì	Late_Han_Chinese		"Be slanting, oblique" 陂 [Shu, Yi];/"one-sided words, insincere" 詖 (also MC pje) [Meng].	pɨɑiᶜ		Schuessler2007
253	頗	pō	Middle_Chinese		"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	pʰuâ	頗	Schuessler2007
254	頗	pō	Old_Chinese	⪤ bēi₂,bī 陂	"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	phâi	頗	Schuessler2007
255	頗	pō	Late_Han_Chinese		"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	pʰɑi	頗	Schuessler2007
256	坡	pō	Middle_Chinese		"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	pʰuâ	頗	Schuessler2007
257	坡	pō	Old_Chinese	⪤ bēi₂,bī 陂	"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	phâi	頗	Schuessler2007
258	坡	pō	Late_Han_Chinese		"Oblique, slanting" [Chuci],/"partial, perverse" 頗 [Shu];/"slope, bank" 坡.	pʰɑi	頗	Schuessler2007
259	僻	pì	Middle_Chinese		"Oblique" [Chuci] >/"depraved, perverse" [Shu],/"despise" [Zuo].	pʰjiäk 4		Schuessler2007
260	僻	pì	Old_Chinese	⪤ bēi₂,bī 陂	"Oblique" [Chuci] >/"depraved, perverse" [Shu],/"despise" [Zuo].	phek (< phai-k)		Schuessler2007
261	僻	pì	Late_Han_Chinese		"Oblique" [Chuci] >/"depraved, perverse" [Shu],/"despise" [Zuo].	pʰiek		Schuessler2007
262	避	bì	Middle_Chinese		"Avoid" [Shi, Meng],/"go away" [Guoyu].	bjieᶜ 4		Schuessler2007
263	避	bì	Old_Chinese	⪤ bēi₂,bī 陂	"Avoid" [Shi, Meng],/"go away" [Guoyu].	bekh (< *bai-ks)		Schuessler2007
264	避	bì	Late_Han_Chinese		"Avoid" [Shi, Meng],/"go away" [Guoyu].	bieᶜ		Schuessler2007
265	杯	bēi₃	Middle_Chinese		"Cup" 杯 [Li], 桮 [Meng].	puậi	杯	Schuessler2007
266	杯	bēi₃	Old_Chinese		"Cup" 杯 [Li], 桮 [Meng].	pə̂	杯	Schuessler2007
267	杯	bēi₃	Late_Han_Chinese		"Cup" 杯 [Li], 桮 [Meng].	pə	杯	Schuessler2007
268	桮	bēi₃	Middle_Chinese		"Cup" 杯 [Li], 桮 [Meng].	puậi	杯	Schuessler2007
269	桮	bēi₃	Old_Chinese		"Cup" 杯 [Li], 桮 [Meng].	pə̂	杯	Schuessler2007
270	桮	bēi₃	Late_Han_Chinese		"Cup" 杯 [Li], 桮 [Meng].	pə	杯	Schuessler2007
271	悲	bēi₄	Middle_Chinese		"Be unhappy, pained" [Shi];/"to pity" [Shiji];/"long for, miss" [Hanshu]./NOTE:Etymology not clear.	pij 3		Schuessler2007
272	悲	bēi₄	Old_Chinese		"Be unhappy, pained" [Shi];/"to pity" [Shiji];/"long for, miss" [Hanshu]./NOTE:Etymology not clear.	prjəj		Baxter1992
273	悲	bēi₄	Old_Chinese		"Be unhappy, pained" [Shi];/"to pity" [Shiji];/"long for, miss" [Hanshu]./NOTE:Etymology not clear.	prəi		Schuessler2007
274	悲	bēi₄	Late_Han_Chinese		"Be unhappy, pained" [Shi];/"to pity" [Shiji];/"long for, miss" [Hanshu]./NOTE:Etymology not clear.	pɨi		Schuessler2007
275	貝	bèi₂	Middle_Chinese		"Cowry shell" [BI, Shi].	puâiᶜ		Schuessler2007
276	貝	bèi₂	Old_Chinese		"Cowry shell" [BI, Shi].	pâts < *pops ?		Schuessler2007
277	貝	bèi₂	Late_Han_Chinese		"Cowry shell" [BI, Shi].	pɑs		Schuessler2007
278	否	bèi₃	Middle_Chinese		"Fill up, obstruct" (a hole) [Yi].	bjiᴮ 3		Schuessler2007
279	否	bèi₃	Old_Chinese		"Fill up, obstruct" (a hole) [Yi].	brəʔ ?		Schuessler2007
280	否	bèi₃	Late_Han_Chinese		"Fill up, obstruct" (a hole) [Yi].	bɨəᴮ		Schuessler2007
281	愎	bì	Middle_Chinese		"Resist, obstinate" [Zuo].	bjək		Schuessler2007
282	愎	bì	Old_Chinese	⪤ bèi₃ 否	"Resist, obstinate" [Zuo].	brək ?		Schuessler2007
283	愎	bì	Late_Han_Chinese		"Resist, obstinate" [Zuo].	bɨk		Schuessler2007
284	倍	bèi₄	Middle_Chinese		"Double" [Shi].	buậiᴮ		Schuessler2007
285	倍	bèi₄	Old_Chinese		"Double" [Shi].	bə̂ʔ		Schuessler2007
286	倍	bèi₄	Late_Han_Chinese		"Double" [Shi].	bəᴮ		Schuessler2007
287	陪	péi	Middle_Chinese		"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	buậi	陪	Schuessler2007
288	陪	péi	Old_Chinese	⪤ bèi₄ 倍	"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	bə̂	陪	Schuessler2007
289	陪	péi	Late_Han_Chinese		"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	bə	陪	Schuessler2007
290	培	péi	Middle_Chinese		"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	buậi	陪	Schuessler2007
291	培	péi	Old_Chinese	⪤ bèi₄ 倍	"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	bə̂	陪	Schuessler2007
292	培	péi	Late_Han_Chinese		"To augment, double" [Zuo],/"accompany, associate, support" 陪 [Shi];/"accumulate, add to" 培 [Zhuang].	bə	陪	Schuessler2007
293	裒	póu	Middle_Chinese		"To collect, assemble, be together" [Shi]./NOTE:Given the dialectal difference between *ə and *o after labial initials in the Shījīng and later, this word may be a variant of the stem *bə due to similarity with the complex/"swell" {fù₈ 阜}.	bəu		Schuessler2007
294	裒	póu	Old_Chinese	⪤ bèi₄ 倍	"To collect, assemble, be together" [Shi]./NOTE:Given the dialectal difference between *ə and *o after labial initials in the Shījīng and later, this word may be a variant of the stem *bə due to similarity with the complex/"swell" {fù₈ 阜}.	bô ? or *bə̂ ?		Schuessler2007
295	裒	póu	Late_Han_Chinese		"To collect, assemble, be together" [Shi]./NOTE:Given the dialectal difference between *ə and *o after labial initials in the Shījīng and later, this word may be a variant of the stem *bə due to similarity with the complex/"swell" {fù₈ 阜}.	bo		Schuessler2007
296	備	bèi₅	Middle_Chinese		"Ready, complete, perfect" [Shi],/"prepare, provide" [Zuo].	bjiᶜ 3		Schuessler2007
297	備	bèi₅	Old_Chinese		"Ready, complete, perfect" [Shi],/"prepare, provide" [Zuo].	brjəks		Baxter1992
298	備	bèi₅	Old_Chinese		"Ready, complete, perfect" [Shi],/"prepare, provide" [Zuo].	brəh ?		Schuessler2007
299	備	bèi₅	Late_Han_Chinese		"Ready, complete, perfect" [Shi],/"prepare, provide" [Zuo].	bɨəᶜ		Schuessler2007
300	被	bèi₆	Middle_Chinese		"To cover", including putting on clothes, also figuratively [Shi],/"be covered, to wear" [Zuo],/"outside garment" [Yili].	bjieᴮ/ᶜ 3		Schuessler2007
301	被	bèi₆	Old_Chinese		"To cover", including putting on clothes, also figuratively [Shi],/"be covered, to wear" [Zuo],/"outside garment" [Yili].	baiʔ/h		Schuessler2007
302	被	bèi₆	Late_Han_Chinese		"To cover", including putting on clothes, also figuratively [Shi],/"be covered, to wear" [Zuo],/"outside garment" [Yili].	bɨɑiᴮ/ᶜ		Schuessler2007
303	被	pī	Middle_Chinese		"Cover oneself with" [Zuo] < caus. ? ({§5.8.2}).	pʰjie 3		Schuessler2007
304	被	pī	Old_Chinese	⪤ bèi₆ 被	"Cover oneself with" [Zuo] < caus. ? ({§5.8.2}).	phai		Schuessler2007
305	被	pī	Late_Han_Chinese		"Cover oneself with" [Zuo] < caus. ? ({§5.8.2}).	pʰɨɑi		Schuessler2007
306	被	pì	Middle_Chinese		"A cloak" [Zuo] < general derivation ({§3.5}).	pʰjieᶜ 3		Schuessler2007
307	被	pì	Old_Chinese	⪤ bèi₆ 被	"A cloak" [Zuo] < general derivation ({§3.5}).	phaih		Schuessler2007
308	被	pì	Late_Han_Chinese		"A cloak" [Zuo] < general derivation ({§3.5}).	pʰɨɑiᶜ		Schuessler2007
309	奔	bēn₁	Middle_Chinese		"To run, flee" [BI, Shi],/"to hasten" (奔命/"hasten to carry out an order" [Zuo]), frequently in the BI bēn-zǒu 奔走 ``to run and hurry while serving someone > to busy oneself for''.	puən		Schuessler2007
310	奔	bēn₁	Old_Chinese		"To run, flee" [BI, Shi],/"to hasten" (奔命/"hasten to carry out an order" [Zuo]), frequently in the BI bēn-zǒu 奔走 ``to run and hurry while serving someone > to busy oneself for''.	pun, Shījīng *pûn < *plun		Baxter1992
311	奔	bēn₁	Old_Chinese		"To run, flee" [BI, Shi],/"to hasten" (奔命/"hasten to carry out an order" [Zuo]), frequently in the BI bēn-zǒu 奔走 ``to run and hurry while serving someone > to busy oneself for''.	pə̂n		Schuessler2007
312	奔	bēn₁	Late_Han_Chinese		"To run, flee" [BI, Shi],/"to hasten" (奔命/"hasten to carry out an order" [Zuo]), frequently in the BI bēn-zǒu 奔走 ``to run and hurry while serving someone > to busy oneself for''.	pən		Schuessler2007
313	賁	bēn₂	Middle_Chinese		"Be ardent, brave" [BI, Shu],/"ardent" 奔 [Shi].	puən		Schuessler2007
314	賁	bēn₂	Old_Chinese		"Be ardent, brave" [BI, Shu],/"ardent" 奔 [Shi].	pə̂n		Schuessler2007
315	賁	bēn₂	Late_Han_Chinese		"Be ardent, brave" [BI, Shu],/"ardent" 奔 [Shi].	pən		Schuessler2007
316	本	běn	Middle_Chinese		"Root, stem" [Shi] >/"origin, fundament" [Zuo]; measure for books [Nanbaichao], the origin of this latter meaning is not clear (Norman 1988: 116).	puənᴮ		Schuessler2007
317	本	běn	Old_Chinese		"Root, stem" [Shi] >/"origin, fundament" [Zuo]; measure for books [Nanbaichao], the origin of this latter meaning is not clear (Norman 1988: 116).	pə̂nʔ		Schuessler2007
318	本	běn	Late_Han_Chinese		"Root, stem" [Shi] >/"origin, fundament" [Zuo]; measure for books [Nanbaichao], the origin of this latter meaning is not clear (Norman 1988: 116).	pənᴮ		Schuessler2007
319	笨	bèn	Middle_Chinese		"Be stupid", a post-Han word which may, however, be old (such words are not common in classical texts) and cognate to WT blun-pa/"dull, stupid".	puənᶜ		Schuessler2007
320	崩	bēng₂	Middle_Chinese		"Mountain slide; to collapse, die (of a prominent person)" [Shi]./NOTE:PMin *p̆- derives perhaps from a prenasalized initial, note Yao baaŋ¹ (< *nb-)/"collapse, fall over" (Norman 1986: 382).	pəŋ		Schuessler2007
321	崩	bēng₂	Old_Chinese		"Mountain slide; to collapse, die (of a prominent person)" [Shi]./NOTE:PMin *p̆- derives perhaps from a prenasalized initial, note Yao baaŋ¹ (< *nb-)/"collapse, fall over" (Norman 1986: 382).	pə̂ŋ.		Schuessler2007
322	崩	bēng₂	Late_Han_Chinese		"Mountain slide; to collapse, die (of a prominent person)" [Shi]./NOTE:PMin *p̆- derives perhaps from a prenasalized initial, note Yao baaŋ¹ (< *nb-)/"collapse, fall over" (Norman 1986: 382).	pəŋ		Schuessler2007
323	塴	bèng	Middle_Chinese		"To put the coffin into the ground, bury" [Zuo]./NOTE:The word is not related to {biǎn₅ 窆}.	pəŋᶜ		Schuessler2007
324	塴	bèng	Old_Chinese		"To put the coffin into the ground, bury" [Zuo]./NOTE:The word is not related to {biǎn₅ 窆}.	pə̂ŋh		Schuessler2007
325	塴	bèng	Late_Han_Chinese		"To put the coffin into the ground, bury" [Zuo]./NOTE:The word is not related to {biǎn₅ 窆}.	pəŋᶜ		Schuessler2007
326	屄	bī₁	Middle_Chinese		"Vulva", a late word which could, however, be old since such items are not mentioned in classical texts.	pjie 4 < *pe,*pet		Schuessler2007
327	偪	bī₂	Middle_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	pjək	偪	Schuessler2007
328	偪	bī₂	Old_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	prjək	偪	Baxter1992
329	偪	bī₂	Old_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	prək ?	偪	Schuessler2007
330	偪	bī₂	Late_Han_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	pɨk	偪	Schuessler2007
331	逼	bī₂	Middle_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	pjək	偪	Schuessler2007
332	逼	bī₂	Old_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	prjək	偪	Baxter1992
333	逼	bī₂	Old_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	prək ?	偪	Schuessler2007
334	逼	bī₂	Late_Han_Chinese		"To crowd together, encroach upon, near to" [Zuo, Meng];/"to urge, press, close" 逼 [Meng, Zuo].	pɨk	偪	Schuessler2007
335	鼻	bí	Middle_Chinese		"Nose"	bjiet 4 Tang period: col.		Schuessler2007
336	鼻	bì	Middle_Chinese		"Nose" [OB, Meng].	biᶜ 4		Schuessler2007
337	鼻	bì	Old_Chinese	⪤ bí 鼻	"Nose" [OB, Meng].	bi(t)s		Schuessler2007
338	鼻	bì	Late_Han_Chinese		"Nose" [OB, Meng].	bis		Schuessler2007
339	鼻	bì	Middle_Chinese		"To smell" in Kèjiā and Mǐn: PMin *biᶜ: Jiàn’ōu piᶜ², Xiàmén pʰiᶜ² < *bʰiᶜ.	biᶜ 4		Schuessler2007
340	比	bǐ₁	Middle_Chinese		"To be associating" [Shi],/"equal, similar" [Li],’compare’ [Zuo]./NOTE:Possibly {pì₅ 譬}/"example" could be related.	piᴮ 4		Schuessler2007
341	比	bǐ₁	Old_Chinese		"To be associating" [Shi],/"equal, similar" [Li],’compare’ [Zuo]./NOTE:Possibly {pì₅ 譬}/"example" could be related.	piʔ		Schuessler2007
342	比	bǐ₁	Late_Han_Chinese		"To be associating" [Shi],/"equal, similar" [Li],’compare’ [Zuo]./NOTE:Possibly {pì₅ 譬}/"example" could be related.	piᴮ		Schuessler2007
343	比	bì	Middle_Chinese		"To put together, match, assemble" [Shi].	piᶜ 4		Schuessler2007
344	比	bì	Old_Chinese	⪤ bǐ₁ 比	"To put together, match, assemble" [Shi].	pih		Schuessler2007
345	比	bì	Late_Han_Chinese		"To put together, match, assemble" [Shi].	piᶜ		Schuessler2007
346	比	bì	Middle_Chinese		"To join" [Shu],/"go together with" [Shi],/"follow" [Lun], ``close together, successive'' [Li].	biᶜ 4		Schuessler2007
347	比	bì	Old_Chinese		"To join" [Shu],/"go together with" [Shi],/"follow" [Lun], ``close together, successive'' [Li].	bjijs		Baxter1992
348	比	bì	Old_Chinese	⪤ bǐ₁ 比	"To join" [Shu],/"go together with" [Shi],/"follow" [Lun], ``close together, successive'' [Li].	bih		Schuessler2007
349	比	bì	Late_Han_Chinese		"To join" [Shu],/"go together with" [Shi],/"follow" [Lun], ``close together, successive'' [Li].	biᶜ		Schuessler2007
350	頻	pín	Middle_Chinese		"Several together" [Guoyu],/"close to" [BI] (Geilich 1994: 125).	bjien 4		Schuessler2007
351	頻	pín	Old_Chinese	⪤ bǐ₁ 比	"Several together" [Guoyu],/"close to" [BI] (Geilich 1994: 125).	bin		Schuessler2007
352	頻	pín	Late_Han_Chinese		"Several together" [Guoyu],/"close to" [BI] (Geilich 1994: 125).	bin		Schuessler2007
353	妣	bǐ₂	Middle_Chinese		"Deceased mother, ancestress" [OB, Shi].	piᴮ/ᶜ 4		Schuessler2007
354	妣	bǐ₂	Old_Chinese		"Deceased mother, ancestress" [OB, Shi].	pjijʔ		Baxter1992
